data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,citation_event_source,PubCitationStr
Centre for Environmental Data Analysis (CEDA),10.5285/c311c7948e8a47b299f8f9c7ae6cb9af,CRU TS3.25: Climatic Research Unit (CRU) Time-Series (TS) Version 3.25 of High-Resolution Gridded Data of Month-by-month Variation in Climate (Jan. 1901- Dec. 2016),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,10.1002/ldr.4091,journal-article,Adoption of multiple sustainable land management practices among irrigator rural farm households of Ethiopia,"[['Rahel Deribe', 'Bekele'], ['Alisher', 'Mirzabaev'], ['Dawit', 'Mekonnen']]",CrossRef,"Bekele, R. D., Mirzabaev, A., & Mekonnen, D. (2021). Adoption of multiple sustainable land management practices among irrigator rural farm households of Ethiopia. Land Degradation &amp; Development, 32(17), 5052â5068. Portico. https://doi.org/10.1002/ldr.4091
"
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",references,10.1038/s43247-021-00334-0,journal-article,Hydrological impact of widespread afforestation in Great Britain using a large ensemble of modelled scenarios,"[['Marcus', 'Buechel'], ['Louise', 'Slater'], ['Simon', 'Dadson']]",CrossRef,"Buechel, M., Slater, L., & Dadson, S. (2022). Hydrological impact of widespread afforestation in Great Britain using a large ensemble of modelled scenarios. Communications Earth &amp; Environment, 3(1). https://doi.org/10.1038/s43247-021-00334-0
"
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",references,10.1007/s10336-018-1570-z,Info not given,Habitat correlates of Eurasian Woodcock Scolopax rusticola abundance in a declining resident population,"[['Christopher J.', 'Heward'], ['Andrew N.', 'Hoodless'], ['Greg J.', 'Conway'], ['Robert J.', 'Fuller'], ['Andrew D. C.', 'MacColl'], ['Nicholas J.', 'Aebischer']]",CrossRef,"Heward, C. J., Hoodless, A. N., Conway, G. J., Fuller, R. J., MacColl, A. D. C., & Aebischer, N. J. (2018). Habitat correlates of Eurasian Woodcock Scolopax rusticola abundance in a declining resident population. Journal of Ornithology, 159(4), 955â965. https://doi.org/10.1007/s10336-018-1570-z
"
Environmental Information Data Centre (EIDC),10.5285/f802edfc-86b7-4ab9-b8fa-87e9135237c9,"Land Cover Map 2000 (25m raster, GB)","['Fuller, R.M.', 'Smith, G.M.', 'Sanderson, J.M.', 'Hill, R.A.', 'Thomson, A.G', 'Cox, R.', 'Brown, N.J.', 'Clarke, R.T', 'Rothery, P.', 'Gerard, F.F.']",is-referenced-by,10.1016/10.1007/s10336-018-1570-z,Info not given,Info not given,Info not given,DataCite,"<!DOCTYPE html>
<html lang=""en-us"">
<head>

    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Error: DOI Not Found</title>



    <link href=""https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css""
          rel=""stylesheet""
          integrity=""sha384-EVSTQN3/azprG1Anm3QDgpJLIm9Nao0Yz1ztcQTwFspd3yD65VohhpuuCOmLASjC""
          crossorigin=""anonymous"">
    <script
            src=""https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js""
            integrity=""sha384-MrcW6ZMFYlzcLA8Nl+NtUVF0sA7MsXsP1UyJoMp4YLEuNSfAP+JcXn/tWtIaxVXM""
            crossorigin=""anonymous"">
    </script>

    <script src=""https://kit.fontawesome.com/731b8140c4.js"" crossorigin=""anonymous""></script>

    <link rel=""stylesheet"" href=""/static/css/style.css"" integrity="""">

    <style>
        @import url(""https://fonts.googleapis.com/css2?family=Roboto+Mono&family=Roboto:wght@100&display=swap"");
    </style>

    <link rel=""icon"" sizes=""48x48"" href=""/static/images/favicons/favicon.ico"">
    <link rel=""icon"" sizes=""32x32"" href=""/static/images/favicons/favicon-32x32.png"">
    <link rel=""icon"" sizes=""16x16"" href=""/static/images/favicons/favicon-16x16.png"">
    <link rel=""apple-touch-icon-precomposed"" href=""/static/images/favicons/apple-touch-icon.png"">
    <link rel=""apple-touch-icon-precomposed"" sizes=""192x192"" href=""/static/images/favicons/android-chrome-192x192.png"">
    <link rel=""apple-touch-icon-precomposed"" sizes=""512x512"" href=""/static/images/favicons/android-chrome-512x512.png"">

</head>
<body class=""generic-page"">
<header>
    <div class=""row"">
        <div class=""col logo"">
            <a href=""https://www.doi.org""><img class=""header-logo"" src=""/static/images/logos/header_logo_cropped.svg"" /></a>
        </div>
        <div class=""col home-link"">
            <div class=""link-alt"">
                <a href=""https://www.doi.org"">
                    <span>VISIT DOI.ORG</span>
                    <i class=""fa-solid fa-arrow-right-long hover-move-right""></i>
                </a>
            </div>
        </div>
    </div>

</header>


<main aria-role=""main"">
    <header class=""homepage-header"">
    </header>
    <div class=""homepage-content"">

        <section class=""single-top"">
            <div class=""row short""></div>
        </section>

        <div class=""page-content"">
            <article>
                <div>
                    <h2>DOI Not Found</h2>

                    

                    <h3>10.1016/10.1007/s10336-018-1570-z</h3>

                    
                    
                    
                    <p>This DOI cannot be found in the DOI System.  Possible reasons are:</p>
                    

                    <ul>
                        <li style=""padding-bottom: .5em;"">The DOI is incorrect in your source. Search for the item by name, title, or other metadata using a search engine.</li>
                        <li style=""padding-bottom: .5em;"">The DOI was copied incorrectly. Check to see that the string includes all the characters before and after the slash and no sentence punctuation marks.</li>
                        <li style=""padding-bottom: .5em;"">The DOI has not been activated yet. Please try again later, and report the problem if the error continues.</li>
                    </ul>
                    
                    
                </div>
            </article>
        </div>

        <section class=""home-infos"">
            <div class=""row"">
                <div class=""col "">
                    <h2 class=""title"">WHAT CAN I DO NEXT?</h2>
                    <ul>
                        <li>If you believe this DOI is valid, you may <strong>report this error</strong> to the responsible DOI Registration Agency using the form here.</li>
                        <li>You can try to search again from <a href=""https://www.doi.org"">DOI.ORG homepage</a></li>
                    </ul>
                </div>
                <div class=""col form"">
                    <h2 class=""title""><img src=""/static/images/exclamation.svg"">REPORT AN ERROR</h2>
                    <form action=""/notfound"" method=""post"" enctype=""application/x-www-form-urlencoded"" name=""notFoundForm"" onsubmit=""return submitDoiNotFound(event);"">
                        <div class=""row"">
                            <div class=""col""><label for=""missingHandle"">DOI:</label></div>
                            <div class=""col""><input id=""missingHandle"" name=""missingHandle"" value=""10.1016/10.1007/s10336-018-1570-z"" type=""text"" readonly=""readonly""></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""referringPage"">URL of Web Page Listing the DOI:</label></div>
                            <div class=""col""><input id=""referringPage"" name=""referringPage"" type=""text"" ></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""userEmailAddress"">Your Email Address:</label></div>
                            <div class=""col""><input id=""userEmailAddress"" name=""userEmailAddress"" type=""text"" /></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""comments"">Additional Information About the Error:</label></div>
                            <div class=""col""><textarea id=""comments"" name=""comments""></textarea></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""></div>
                            <div class=""col""><input class=""submit"" type=""submit"" value=""Submit Error Report""></div>
                        </div>
                        <div class=""row"">
                            <p id=""invalidDoi"" style=""display: none; background:#F5B7B1; border-radius: 5px;"">The DOI entered is not a valid DOI: it should start with 10 followed by a dot, and contain a slash with no preceding whitespace.</p>
                            <p id=""invalidEmail"" style=""display: none; background:#F5B7B1; border-radius: 5px;"">The email address entered is invalid.</p>
                            <p id=""fallback"" style=""display: none;"">Please <a href=""mailto:doi-help@doi.org?subject=DOI%20Not%20Found"">contact us</a> if you wish to report this anyway.</p>
                        </div>
                    </form>
                </div>
            </div>

        </section>
    </div>
    
    
</main>

<footer>
    <div class=""row"">
        <div class=""col footer-left"">
            <a href=""https://www.doi.org""><img class=""footer-logo"" src=""/static/images/logos/footer_logo_cropped.svg"" /></a>
        </div>
        <div class=""col footer-right"">
            <div class=""row more-info-heading"">
                <div class=""col"">
                    <h2>More information on DOI resolution:</h2>
                </div>
            </div>
            <div class=""row"">
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/the-identifier/resources/factsheets/doi-resolution-documentation"">DOI Resolution Factsheet</a></li>
                    </ul>
                </div>
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/the-identifier/resources/handbook"">The DOI Handbook</a></li>
                    </ul>
                </div>
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/privacy-policy/"">Privacy Policy</a></li>
                    </ul>
                </div>
            </div>
        </div>

    </div>
    <div class=""row"">
        <div class=""col copyright"">
            <p>Copyright © 2023 DOI Foundation. <i class=""fa-brands fa-fw fa-creative-commons""></i><i class=""fa-brands fa-fw fa-creative-commons-by""></i> The content of this site is licensed under a <a href=""https://creativecommons.org/licenses/by/4.0/"" title=""Creative Commons"" target=""_blank"">Creative Commons Attribution 4.0 International License</a>.</p><p>DOI&reg;, DOI.ORG&reg;, and shortDOI&reg; are trademarks of the DOI Foundation.</p>
        </div>
        <div class=""col socials"">
            <ul class=""socials-footer"">

                <li><a href=""https://twitter.com/DOI_Foundation""><i class=""fa-brands fa-fw fa-twitter""></i></a></li>

                <li><a href=""https://www.linkedin.com/company/doi-foundation-inc/""><i class=""fa-brands fa-fw fa-linkedin""></i></a></li>

                <li><a href=""mailto:info@doi.org""><i class=""fa-solid fa-fw fa-envelope""></i></a></li>

            </ul>
        </div>
    </div>
</footer>

<script type=""text/javascript"">
    function submitDoiNotFound(event) {
        try {
            document.getElementById(""invalidEmail"").style.display = ""none"";
            document.getElementById(""invalidDoi"").style.display = ""none"";
            document.getElementById(""fallback"").style.display = ""none"";

            const missingHandle = document.getElementById('missingHandle').value.trim();
            const userEmailAddress = document.getElementById('userEmailAddress').value.trim();

            if (!validateDoi(missingHandle)) {
                event.preventDefault();
                document.getElementById(""invalidDoi"").style.display = ""block"";
                document.getElementById(""fallback"").style.display = ""block"";
                return false;
            }
            if (!validateEmail(userEmailAddress)) {
                event.preventDefault();
                document.getElementById(""invalidEmail"").style.display = ""block"";
                return false;
            }
        } catch (error) {
            // ignore
        }
    }

    function validateEmail(email) {
        const regEx = /^[^\s@]+@[^\s@]+\.[^\s@]+$/;
        return regEx.test(email);
    }

    function validateDoi(doi) {
        const regEx = /^10(?:\.[^\s\/]+)?\//;
        return regEx.test(doi);
    }
</script>

</body>
</html>
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",references,10.3390/hydrology9100164,journal-article,Assessing Climate Change Impact on Water Resources in Water Demand Scenarios Using SWAT-MODFLOW-WEAP,"[['Salam A.', 'Abbas'], ['Yunqing', 'Xuan'], ['Ryan T.', 'Bailey']]",CrossRef,"Abbas, S. A., Xuan, Y., & Bailey, R. T. (2022). Assessing Climate Change Impact on Water Resources in Water Demand Scenarios Using SWAT-MODFLOW-WEAP. Hydrology, 9(10), 164. https://doi.org/10.3390/hydrology9100164
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",references,10.1007/s10336-018-1570-z,Info not given,Habitat correlates of Eurasian Woodcock Scolopax rusticola abundance in a declining resident population,"[['Christopher J.', 'Heward'], ['Andrew N.', 'Hoodless'], ['Greg J.', 'Conway'], ['Robert J.', 'Fuller'], ['Andrew D. C.', 'MacColl'], ['Nicholas J.', 'Aebischer']]",CrossRef,"Heward, C. J., Hoodless, A. N., Conway, G. J., Fuller, R. J., MacColl, A. D. C., & Aebischer, N. J. (2018). Habitat correlates of Eurasian Woodcock Scolopax rusticola abundance in a declining resident population. Journal of Ornithology, 159(4), 955â965. https://doi.org/10.1007/s10336-018-1570-z
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1016/j.jhydrol.2020.125884,Elsevier BV,Improved hydrological modelling of urban catchments using runoff coefficients,"[['Stephen J.', 'Birkinshaw'], ['Greg', ""O'Donnell""], ['Vassilis', 'Glenis'], ['Chris', 'Kilsby']]",DataCite,"Birkinshaw, S. J., OâDonnell, G., Glenis, V., & Kilsby, C. (2021). Improved hydrological modelling of urban catchments using runoff coefficients. Journal of Hydrology, 594, 125884. https://doi.org/10.1016/j.jhydrol.2020.125884
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1371/journal.pone.0226666,Public Library of Science (PLoS),"Habitat quality, configuration and context effects on roe deer fecundity across a forested landscape mosaic","[['Valentina', 'Zini'], ['Kristin', 'Wäber'], ['Paul M.', 'Dolman']]",DataCite,"Zini, V., WÃ¤ber, K., & Dolman, P. M. (2019). Habitat quality, configuration and context effects on roe deer fecundity across a forested landscape mosaic. PLOS ONE, 14(12), e0226666. https://doi.org/10.1371/journal.pone.0226666
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1016/10.1007/s10336-018-1570-z,Info not given,Info not given,Info not given,DataCite,"<!DOCTYPE html>
<html lang=""en-us"">
<head>

    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Error: DOI Not Found</title>



    <link href=""https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css""
          rel=""stylesheet""
          integrity=""sha384-EVSTQN3/azprG1Anm3QDgpJLIm9Nao0Yz1ztcQTwFspd3yD65VohhpuuCOmLASjC""
          crossorigin=""anonymous"">
    <script
            src=""https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js""
            integrity=""sha384-MrcW6ZMFYlzcLA8Nl+NtUVF0sA7MsXsP1UyJoMp4YLEuNSfAP+JcXn/tWtIaxVXM""
            crossorigin=""anonymous"">
    </script>

    <script src=""https://kit.fontawesome.com/731b8140c4.js"" crossorigin=""anonymous""></script>

    <link rel=""stylesheet"" href=""/static/css/style.css"" integrity="""">

    <style>
        @import url(""https://fonts.googleapis.com/css2?family=Roboto+Mono&family=Roboto:wght@100&display=swap"");
    </style>

    <link rel=""icon"" sizes=""48x48"" href=""/static/images/favicons/favicon.ico"">
    <link rel=""icon"" sizes=""32x32"" href=""/static/images/favicons/favicon-32x32.png"">
    <link rel=""icon"" sizes=""16x16"" href=""/static/images/favicons/favicon-16x16.png"">
    <link rel=""apple-touch-icon-precomposed"" href=""/static/images/favicons/apple-touch-icon.png"">
    <link rel=""apple-touch-icon-precomposed"" sizes=""192x192"" href=""/static/images/favicons/android-chrome-192x192.png"">
    <link rel=""apple-touch-icon-precomposed"" sizes=""512x512"" href=""/static/images/favicons/android-chrome-512x512.png"">

</head>
<body class=""generic-page"">
<header>
    <div class=""row"">
        <div class=""col logo"">
            <a href=""https://www.doi.org""><img class=""header-logo"" src=""/static/images/logos/header_logo_cropped.svg"" /></a>
        </div>
        <div class=""col home-link"">
            <div class=""link-alt"">
                <a href=""https://www.doi.org"">
                    <span>VISIT DOI.ORG</span>
                    <i class=""fa-solid fa-arrow-right-long hover-move-right""></i>
                </a>
            </div>
        </div>
    </div>

</header>


<main aria-role=""main"">
    <header class=""homepage-header"">
    </header>
    <div class=""homepage-content"">

        <section class=""single-top"">
            <div class=""row short""></div>
        </section>

        <div class=""page-content"">
            <article>
                <div>
                    <h2>DOI Not Found</h2>

                    

                    <h3>10.1016/10.1007/s10336-018-1570-z</h3>

                    
                    
                    
                    <p>This DOI cannot be found in the DOI System.  Possible reasons are:</p>
                    

                    <ul>
                        <li style=""padding-bottom: .5em;"">The DOI is incorrect in your source. Search for the item by name, title, or other metadata using a search engine.</li>
                        <li style=""padding-bottom: .5em;"">The DOI was copied incorrectly. Check to see that the string includes all the characters before and after the slash and no sentence punctuation marks.</li>
                        <li style=""padding-bottom: .5em;"">The DOI has not been activated yet. Please try again later, and report the problem if the error continues.</li>
                    </ul>
                    
                    
                </div>
            </article>
        </div>

        <section class=""home-infos"">
            <div class=""row"">
                <div class=""col "">
                    <h2 class=""title"">WHAT CAN I DO NEXT?</h2>
                    <ul>
                        <li>If you believe this DOI is valid, you may <strong>report this error</strong> to the responsible DOI Registration Agency using the form here.</li>
                        <li>You can try to search again from <a href=""https://www.doi.org"">DOI.ORG homepage</a></li>
                    </ul>
                </div>
                <div class=""col form"">
                    <h2 class=""title""><img src=""/static/images/exclamation.svg"">REPORT AN ERROR</h2>
                    <form action=""/notfound"" method=""post"" enctype=""application/x-www-form-urlencoded"" name=""notFoundForm"" onsubmit=""return submitDoiNotFound(event);"">
                        <div class=""row"">
                            <div class=""col""><label for=""missingHandle"">DOI:</label></div>
                            <div class=""col""><input id=""missingHandle"" name=""missingHandle"" value=""10.1016/10.1007/s10336-018-1570-z"" type=""text"" readonly=""readonly""></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""referringPage"">URL of Web Page Listing the DOI:</label></div>
                            <div class=""col""><input id=""referringPage"" name=""referringPage"" type=""text"" ></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""userEmailAddress"">Your Email Address:</label></div>
                            <div class=""col""><input id=""userEmailAddress"" name=""userEmailAddress"" type=""text"" /></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""><label for=""comments"">Additional Information About the Error:</label></div>
                            <div class=""col""><textarea id=""comments"" name=""comments""></textarea></div>
                        </div>
                        <div class=""row"">
                            <div class=""col""></div>
                            <div class=""col""><input class=""submit"" type=""submit"" value=""Submit Error Report""></div>
                        </div>
                        <div class=""row"">
                            <p id=""invalidDoi"" style=""display: none; background:#F5B7B1; border-radius: 5px;"">The DOI entered is not a valid DOI: it should start with 10 followed by a dot, and contain a slash with no preceding whitespace.</p>
                            <p id=""invalidEmail"" style=""display: none; background:#F5B7B1; border-radius: 5px;"">The email address entered is invalid.</p>
                            <p id=""fallback"" style=""display: none;"">Please <a href=""mailto:doi-help@doi.org?subject=DOI%20Not%20Found"">contact us</a> if you wish to report this anyway.</p>
                        </div>
                    </form>
                </div>
            </div>

        </section>
    </div>
    
    
</main>

<footer>
    <div class=""row"">
        <div class=""col footer-left"">
            <a href=""https://www.doi.org""><img class=""footer-logo"" src=""/static/images/logos/footer_logo_cropped.svg"" /></a>
        </div>
        <div class=""col footer-right"">
            <div class=""row more-info-heading"">
                <div class=""col"">
                    <h2>More information on DOI resolution:</h2>
                </div>
            </div>
            <div class=""row"">
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/the-identifier/resources/factsheets/doi-resolution-documentation"">DOI Resolution Factsheet</a></li>
                    </ul>
                </div>
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/the-identifier/resources/handbook"">The DOI Handbook</a></li>
                    </ul>
                </div>
                <div class=""col"">
                    <ul>
                        <li><a href=""https://www.doi.org/privacy-policy/"">Privacy Policy</a></li>
                    </ul>
                </div>
            </div>
        </div>

    </div>
    <div class=""row"">
        <div class=""col copyright"">
            <p>Copyright © 2023 DOI Foundation. <i class=""fa-brands fa-fw fa-creative-commons""></i><i class=""fa-brands fa-fw fa-creative-commons-by""></i> The content of this site is licensed under a <a href=""https://creativecommons.org/licenses/by/4.0/"" title=""Creative Commons"" target=""_blank"">Creative Commons Attribution 4.0 International License</a>.</p><p>DOI&reg;, DOI.ORG&reg;, and shortDOI&reg; are trademarks of the DOI Foundation.</p>
        </div>
        <div class=""col socials"">
            <ul class=""socials-footer"">

                <li><a href=""https://twitter.com/DOI_Foundation""><i class=""fa-brands fa-fw fa-twitter""></i></a></li>

                <li><a href=""https://www.linkedin.com/company/doi-foundation-inc/""><i class=""fa-brands fa-fw fa-linkedin""></i></a></li>

                <li><a href=""mailto:info@doi.org""><i class=""fa-solid fa-fw fa-envelope""></i></a></li>

            </ul>
        </div>
    </div>
</footer>

<script type=""text/javascript"">
    function submitDoiNotFound(event) {
        try {
            document.getElementById(""invalidEmail"").style.display = ""none"";
            document.getElementById(""invalidDoi"").style.display = ""none"";
            document.getElementById(""fallback"").style.display = ""none"";

            const missingHandle = document.getElementById('missingHandle').value.trim();
            const userEmailAddress = document.getElementById('userEmailAddress').value.trim();

            if (!validateDoi(missingHandle)) {
                event.preventDefault();
                document.getElementById(""invalidDoi"").style.display = ""block"";
                document.getElementById(""fallback"").style.display = ""block"";
                return false;
            }
            if (!validateEmail(userEmailAddress)) {
                event.preventDefault();
                document.getElementById(""invalidEmail"").style.display = ""block"";
                return false;
            }
        } catch (error) {
            // ignore
        }
    }

    function validateEmail(email) {
        const regEx = /^[^\s@]+@[^\s@]+\.[^\s@]+$/;
        return regEx.test(email);
    }

    function validateDoi(doi) {
        const regEx = /^10(?:\.[^\s\/]+)?\//;
        return regEx.test(doi);
    }
</script>

</body>
</html>
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1007/s10980-019-00822-x,Springer Science and Business Media LLC,Linking mesoscale landscape heterogeneity and biodiversity: gardens and tree cover significantly modify flower-visiting beetle communities,"[['Christopher W.', 'Foster'], ['Jessica L.', 'Neumann'], ['Graham J.', 'Holloway']]",DataCite,"Foster, C. W., Neumann, J. L., & Holloway, G. J. (2019). Linking mesoscale landscape heterogeneity and biodiversity: gardens and tree cover significantly modify flower-visiting beetle communities. Landscape Ecology, 34(5), 1081â1095. https://doi.org/10.1007/s10980-019-00822-x
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1111/2041-210x.12779,Wiley,A method for the objective selection of landscape‐scale study regions and sites at the national level,"[['Mark A. K.', 'Gillespie'], ['Mathilde', 'Baude'], ['Jacobus', 'Biesmeijer'], ['Nigel', 'Boatman'], ['Giles E.', 'Budge'], ['Andrew', 'Crowe'], ['Jane', 'Memmott'], ['R. Daniel', 'Morton'], ['Stephane', 'Pietravalle'], ['Simon G.', 'Potts'], ['Deepa', 'Senapathi'], ['Simon M.', 'Smart'], ['William E.', 'Kunin']]",DataCite,"Gillespie, M. A. K., Baude, M., Biesmeijer, J., Boatman, N., Budge, G. E., Crowe, A., Memmott, J., Morton, R. D., Pietravalle, S., Potts, S. G., Senapathi, D., Smart, S. M., & Kunin, W. E. (2017). A method for the objective selection of landscapeâscale study regions and sites at the national level. Methods in Ecology and Evolution, 8(11), 1468â1476. Portico. https://doi.org/10.1111/2041-210x.12779
"
Environmental Information Data Centre (EIDC),10.5285/a1f88807-4826-44bc-994d-a902da5119c2,"Land Cover Map 2007 (25m raster, GB) v1.2","['Morton, R.D.', 'Rowland, C.S.', 'Wood, C.M.', 'Meek, L.', 'Marston, C.G.', 'Smith, G.M.']",is-referenced-by,10.1021/acs.est.1c05410,American Chemical Society (ACS),Anthropogenic Drivers of Variation in Concentrations of Perfluoroalkyl Substances in Otters (<i>Lutra lutra</i>) from England and Wales,"[['Emily', 'O’Rourke'], ['Juliet', 'Hynes'], ['Sara', 'Losada'], ['Jonathan L.', 'Barber'], ['M. Glória', 'Pereira'], ['Eleanor F.', 'Kean'], ['Frank', 'Hailer'], ['Elizabeth A.', 'Chadwick']]",DataCite,"OâRourke, E., Hynes, J., Losada, S., Barber, J. L., Pereira, M. G., Kean, E. F., Hailer, F., & Chadwick, E. A. (2022). Anthropogenic Drivers of Variation in Concentrations of Perfluoroalkyl Substances in Otters (Lutra lutra) from England and Wales. Environmental Science &amp; Technology, 56(3), 1675â1687. https://doi.org/10.1021/acs.est.1c05410
"
Polar Data Centre (PDC),10.5285/0cea12bf-2f44-4d48-99d1-e7d303c5e80e,Flow-line model code for accumulation of ice along velocity-based trajectories,"['Bevan, Suzanne', 'Luckman, Adrian']",is_derived_from,10.5285/d363ff21-1576-4ad6-a2e8-bbc3c0a39b06,CreativeWork,Info not given,Info not given,CrossRef,"Bevan, S., &amp; Luckman, A. (2017). <i>Flow-line model results for 2 trajectories on Larsen C Ice Shelf</i>. Polar Data Centre; British Antarctic Survey, Natural Environment Research Council; Cambridge, CB3 0ET, UK. https://doi.org/10.5285/D363FF21-1576-4AD6-A2E8-BBC3C0A39B06"
Polar Data Centre (PDC),10.5285/0cea12bf-2f44-4d48-99d1-e7d303c5e80e,Flow-line model code for accumulation of ice along velocity-based trajectories,"['Bevan, Suzanne', 'Luckman, Adrian']",is-part-of,10.5194/tc-11-2743-2017,journal-article,Centuries of intense surface melt on Larsen C Ice Shelf,"[['Suzanne L.', 'Bevan'], ['Adrian', 'Luckman'], ['Bryn', 'Hubbard'], ['Bernd', 'Kulessa'], ['David', 'Ashmore'], ['Peter', 'Kuipers Munneke'], ['Martin', ""O'Leary""], ['Adam', 'Booth'], ['Heidi', 'Sevestre'], ['Daniel', 'McGrath']]",CrossRef,"Bevan, S. L., Luckman, A., Hubbard, B., Kulessa, B., Ashmore, D., Kuipers Munneke, P., OâLeary, M., Booth, A., Sevestre, H., & McGrath, D. (2017). Centuries of intense surface melt on Larsen C Ice Shelf. The Cryosphere, 11(6), 2743â2753. https://doi.org/10.5194/tc-11-2743-2017
"
British Oceanographic Data Centre (BODC),10.5285/f8f4dc5f-2eed-24ef-e044-000b5de50f38,A Southern Indian Ocean hydrographic database obtained with instrumented elephant seals.,"['Roquet, Fabien', 'Guinet, Christophe', 'Hindell, Mark']",is_supplement_to,10.17882/45461,Dataset,Info not given,Info not given,CrossRef,"Roquet, F., Guinet, C., Charrassin, J.-B., Costa, D. P., Kovacs, K. M., Lydersen, C., Bornemann, H., Bester, M. N., Muelbert, M. C., Hindell, M. A., McMahon, C. R., Harcourt, R., Boehme, L., &amp; Fedak, M. A. (2021). <i>MEOP-CTD in-situ data collection: a Southern ocean Marine-mammals calibrated sea water temperatures and salinities observations</i> [Data set]. SEANOE. https://doi.org/10.17882/45461"
