relation_type_id,source_id,obj_id,subj_id,subj_work_type_id,dataset_Title,dataset_authors,dataset_date,dataset_date_Type,related_identifiers_list,DataCite_Citation_count,DataCite_Citations_list,dataset_publisher_processed,pub_Title,pub_authors,publisher
references,crossref,https://doi.org/10.5285/76ebdc0b-0eed-4f70-b89e-55e606bcd568,https://doi.org/10.1038/s41561-021-00803-3,journal-article,VolcanEESM: Global volcanic sulphur dioxide (SO2) emissions database from 1850 to present - Version 1.0,"['Neely III, R.R', 'Schmidt, A.']",2016,Issued,[],11.0,"[{'id': '10.5194/acp-22-1549-2022', 'type': 'dois'}, {'id': '10.5194/acp-22-4557-2022', 'type': 'dois'}, {'id': '10.5194/acp-22-4779-2022', 'type': 'dois'}, {'id': '10.5194/acp-22-9435-2022', 'type': 'dois'}, {'id': '10.1002/wcc.522', 'type': 'dois'}, {'id': '10.5194/gmd-15-8669-2022', 'type': 'dois'}, {'id': '10.1038/s41467-020-18352-5', 'type': 'dois'}, {'id': '10.5194/acp-21-15771-2021', 'type': 'dois'}, {'id': '10.5194/acp-23-921-2023', 'type': 'dois'}, {'id': '10.1038/s41561-021-00803-3', 'type': 'dois'}, {'id': '10.1029/2023gl103743', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Emergence of Southern Hemisphere stratospheric circulation changes in response to ozone recovery,"[['Brian', 'Zambri'], ['Susan', 'Solomon'], ['David W. J.', 'Thompson'], ['Qiang', 'Fu']]",Springer Science and Business Media LLC
references,crossref,https://doi.org/10.5285/94C9EAA3-A178-4DE4-8905-DBFAB03B69A0,https://doi.org/10.20990/kilisiibfakademik.1077482,journal-article,Gridded Standardized Precipitation Index (SPI) using gamma distribution with standard period 1961-2010 for Great Britain [SPIgamma61-10],"['Tanguy, M.', 'Hannaford, J.', 'Barker, L.', 'Svensson, C.', 'Kral, F.', 'Fry, M.']",2015-04-30,Submitted,"[{'relationType': 'IsDescribedBy', 'relatedIdentifier': 'https://data-package.ceh.ac.uk/sd/94c9eaa3-a178-4de4-8905-dbfab03b69a0.zip', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1016/j.agsy.2019.02.015', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}]",27.0,"[{'id': '10.1016/j.agsy.2019.02.015', 'type': 'dois'}, {'id': '10.35622/j.rg.2022.02.002', 'type': 'dois'}, {'id': '10.33364/konstruksi/v.19-1.944', 'type': 'dois'}, {'id': '10.35669/rcys.2020.10(1).43-66', 'type': 'dois'}, {'id': '10.19053/20278306.v7.n1.2016.5635', 'type': 'dois'}, {'id': '10.31466/kfbd.947353', 'type': 'dois'}, {'id': '10.21930/rcta.vol22_num2_art:1632', 'type': 'dois'}, {'id': '10.1145/2872518.2890459', 'type': 'dois'}, {'id': '10.21511/dm.18(1).2020.04', 'type': 'dois'}, {'id': '10.20473/jkl.v12i1si.2020.104-120', 'type': 'dois'}, {'id': '10.31289/jab.v8i2.7577', 'type': 'dois'}, {'id': '10.4236/aasoci.2022.1211052', 'type': 'dois'}, {'id': '10.24146/tk.1108780', 'type': 'dois'}, {'id': '10.17533/udea.acbi/v43n115a04', 'type': 'dois'}, {'id': '10.20990/kilisiibfakademik.1077482', 'type': 'dois'}, {'id': '10.33003/fjs-2023-0702-1472', 'type': 'dois'}, {'id': '10.17211/tcd.899402', 'type': 'dois'}, {'id': '10.17218/hititsbd.1079118', 'type': 'dois'}, {'id': '10.16916/aded.960616', 'type': 'dois'}, {'id': '10.32547/ataunigsed.620641', 'type': 'dois'}, {'id': '10.53629/sakaefd.1166194', 'type': 'dois'}, {'id': '10.35575/rvucn.n70a6', 'type': 'dois'}, {'id': '10.31796/ogummf.755580', 'type': 'dois'}, {'id': '10.59413/ajocs/v3.i2.2', 'type': 'dois'}, {'id': '10.29000/rumelide.1379402', 'type': 'dois'}, {'id': '10.1080/10447318.2023.2279411', 'type': 'dois'}, {'id': '10.51867/ajernet4.1.10', 'type': 'dois'}]",Environmental Information Data Centre (EIDC),Türkiye’de Farklı Parasal Göstergeler ve İstihdam Değişimlerinin Ekonomik Büyümeye Etkisi,"[['Ayşe', 'ERGİN ÜNAL'], ['Serkan', 'NAS']]",Kilis 7 Aralik University
is_derived_from,datacite,https://doi.org/10.5285/18ef8247f52a4cb6a14013f8235cc1eb,https://doi.org/10.5281/zenodo.4052518,Dataset,University of Leicester GOSAT Proxy XCH4 v9.0,"['Parker, R.', 'Boesch, Hartmut']",2020-05-07,Updated,[],4.0,"[{'id': '10.5194/acp-22-10809-2022', 'type': 'dois'}, {'id': '10.5194/acp-21-4637-2021', 'type': 'dois'}, {'id': '10.5194/acp-23-5945-2023', 'type': 'dois'}, {'id': '10.5194/amt-16-3787-2023', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Info not given,Info not given,Info not given
is_derived_from,datacite,https://doi.org/10.5285/18ef8247f52a4cb6a14013f8235cc1eb,https://doi.org/10.5281/zenodo.4052517,Dataset,University of Leicester GOSAT Proxy XCH4 v9.0,"['Parker, R.', 'Boesch, Hartmut']",2020-05-07,Updated,[],4.0,"[{'id': '10.5194/acp-22-10809-2022', 'type': 'dois'}, {'id': '10.5194/acp-21-4637-2021', 'type': 'dois'}, {'id': '10.5194/acp-23-5945-2023', 'type': 'dois'}, {'id': '10.5194/amt-16-3787-2023', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Info not given,Info not given,Info not given
references,crossref,https://doi.org/10.5285/54757CBE-0B13-4385-8B31-4DFAA1DAB55E,https://doi.org/10.24201/reg.v6i0.478,journal-article,Rutford Ice Stream bed elevation DEM from radar data,"['King, E.C', 'Pritchard, H.D', 'Smith, A.M']", 2007-11-01/2008-03-01 ,Collected,[],23.0,"[{'id': '10.5285/b809a040-8305-4bc5-baff-76aa2b823734', 'type': 'dois'}, {'id': '10.30692/sisad.1020020', 'type': 'dois'}, {'id': '10.21511/ppm.20(1).2022.24', 'type': 'dois'}, {'id': '10.34248/bsengineering.1077162', 'type': 'dois'}, {'id': '10.35609/afr.2016.1.1(7)', 'type': 'dois'}, {'id': '10.22209/rhs.v10n1a03', 'type': 'dois'}, {'id': '10.47847/fagropec.v14n1a5', 'type': 'dois'}, {'id': '10.18069/firatsbed.1129881', 'type': 'dois'}, {'id': '10.1145/3543434.3543485', 'type': 'dois'}, {'id': '10.32362/2500-316x-2022-10-1-7-17', 'type': 'dois'}, {'id': '10.36456/embrio.v14i2.4836', 'type': 'dois'}, {'id': '10.33724/zm.1149418', 'type': 'dois'}, {'id': '10.21511/bbs.18(1).2023.03', 'type': 'dois'}, {'id': '10.4236/ojogas.2022.71004', 'type': 'dois'}, {'id': '10.24201/reg.v6i0.478', 'type': 'dois'}, {'id': '10.1007/s11422-023-10164-5', 'type': 'dois'}, {'id': '10.25015/19202342709', 'type': 'dois'}, {'id': '10.24320/redie.2017.19.4.1359', 'type': 'dois'}, {'id': '10.35341/afet.1241016', 'type': 'dois'}, {'id': '10.31681/jetol.1146420', 'type': 'dois'}, {'id': '10.1145/3579517', 'type': 'dois'}, {'id': '10.24201/edu.v33i2.1739', 'type': 'dois'}, {'id': '10.1080/23311886.2022.2062915', 'type': 'dois'}]",Polar Data Centre (PDC),"Administrar, rendir y agotar el tiempo.  Las jornadas de madres y padres universitarios","[['Alma Vanessa', 'Arvizu Reynaga']]","El Colegio de Mexico, A.C."
references,crossref,https://doi.org/10.5285/4f377defc2454db9b2a6d032abfd0cbd,https://doi.org/10.1038/s41561-022-01114-x,journal-article,"ESA Fire Climate Change Initiative (Fire_cci): AVHRR-LTDR Burned Area Grid product, version 1.0","['Chuvieco, Emilio', 'Pettinari, M. Lucrecia', 'Otón, Gonzalo', 'Storm, Thomas', 'Padilla Parellada, Marc']",2019-03-12,Updated,"[{'relationType': 'IsPartOf', 'relatedIdentifier': 'http://catalogue.ceda.ac.uk/uuid/bcef9e87740e4cbabc743d295afbe849', 'relatedIdentifierType': 'URL'}]",1.0,"[{'id': '10.1038/s41561-022-01114-x', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Shifts in vegetation activity of terrestrial ecosystems attributable to climate trends,"[['Steven I.', 'Higgins'], ['Timo', 'Conradi'], ['Edward', 'Muhoko']]",Springer Science and Business Media LLC
references,crossref,https://doi.org/10.5285/F2DFEDA9-BF44-4EF5-89A3-EE5E434A385C,https://doi.org/10.5194/tc-14-2883-2020,journal-article,"A multibeam-bathymetric compilation for the southern Amundsen Sea shelf, 1999-2019","['Hogan, Kelly A.', 'Larter, Robert D.', 'Graham, Alastair G.C.', 'Nitsche, Frank O.', 'Kirkham, James D.', 'Totten Minzoni, Rebecca', 'Clark, Rachel', 'Fitzgerald, Victoria', 'Anderson, John B.', 'Hillenbrand, Claus-Dieter', 'Simkins, Lauren', 'Smith, James A.', 'Gohl, Karsten', 'Arndt, Jan Erik', 'Hong, Jongkuk', 'Heywood, Karen J.', 'Abrahamsen, E. Povl', 'Thompson, Andrew F.', 'Dunbar, Rob', 'Wellner, Julia S.']",1999-01-01/2019-12-31,Collected,"[{'relationType': 'References', 'relatedIdentifier': '10.5194/tc-2020-25', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsPartOf', 'relatedIdentifier': 'https://thwaitesglacier.org/projects/thor', 'resourceTypeGeneral': 'InteractiveResource', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsPartOf', 'relatedIdentifier': 'https://thwaitesglacieroffshoreresearch.org/', 'resourceTypeGeneral': 'InteractiveResource', 'relatedIdentifierType': 'URL'}, {'relationType': 'References', 'relatedIdentifier': '10.5285/7803de8b-8a74-466b-888e-e8c737bf21ce', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.5285/7803de8b-8a74-466b-888e-e8c737bf21ce', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsCompiledBy', 'relatedIdentifier': 'https://www.mbari.org/products/research-software/mb-system/', 'resourceTypeGeneral': 'Software', 'relatedIdentifierType': 'URL'}]",2.0,"[{'id': '10.5285/7803de8b-8a74-466b-888e-e8c737bf21ce', 'type': 'dois'}, {'id': '10.5194/tc-14-2883-2020', 'type': 'dois'}]",Polar Data Centre (PDC),Revealing the former bed of Thwaites Glacier using sea-floor bathymetry: implications for warm-water routing and  bed controls on ice flow and buttressing,"[['Kelly A.', 'Hogan'], ['Robert D.', 'Larter'], ['Alastair G. C.', 'Graham'], ['Robert', 'Arthern'], ['James D.', 'Kirkham'], ['Rebecca L.', 'Totten'], ['Tom A.', 'Jordan'], ['Rachel', 'Clark'], ['Victoria', 'Fitzgerald'], ['Anna K.', 'Wåhlin'], ['John B.', 'Anderson'], ['Claus-Dieter', 'Hillenbrand'], ['Frank O.', 'Nitsche'], ['Lauren', 'Simkins'], ['James A.', 'Smith'], ['Karsten', 'Gohl'], ['Jan Erik', 'Arndt'], ['Jongkuk', 'Hong'], ['Julia', 'Wellner']]",Copernicus GmbH
references,crossref,https://doi.org/10.5285/E1C292B0-12C7-4998-B48F-7A83A203E604,https://doi.org/10.1007/978-3-642-40861-8_51,book-chapter,UK Environmental Change Network (ECN) spittle bug data: 1993-2012,"['Rennie, S.', 'Adamson, J.', 'Anderson, R.', 'Andrews, C.', 'Bater, J.', 'Bayfield, N.', 'Beaton, K.', 'Beaumont, D.', 'Benham, S.', 'Bowmaker, V.', 'Britt, C.', 'Brooker, R.', 'Brooks, D.', 'Brunt, J.', 'Common, G.', 'Cooper, R.', 'Corbett, S.', 'Critchley, N.', 'Dennis, P.', 'Dick, J.', 'Dodd, B.', 'Dodd, N.', 'Donovan, N.', 'Easter, J.', 'Eaton, E.', 'Flexen, M.', 'Gardiner, A.', 'Hamilton, D.', 'Hargreaves, P.', 'Hatton-Ellis, M.', 'Howe, M.', 'Kahl, J.', 'Lane, M.', 'Langan, S.', 'Lloyd, D.', 'McElarney, Y.', 'McKenna, C.', 'McMillan, S.', 'Milne, F.', 'Milne, L.', 'Morecroft, M.', 'Murphy, M.', 'Nelson, A.', 'Nicholson, H.', 'Pallett, D.', 'Parry, D.', 'Pearce, I.', 'Pozsgai, G.', 'Rose, R.', 'Schafer, S.', 'Scott, T.', 'Sherrin, L.', 'Shortall, C.', 'Smith, R.', 'Smith, P.', 'Tait, R.', 'Taylor, C.', 'Taylor, M.', 'Thurlow, M.', 'Tilbury, C.', 'Turner, A.', 'Tyson, K.', 'Watson, H.', 'Whittaker, M.']",2015-02-25,Submitted,"[{'relationType': 'IsDescribedBy', 'relatedIdentifier': 'https://data-package.ceh.ac.uk/sd/e1c292b0-12c7-4998-b48f-7a83a203e604.zip', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsPreviousVersionOf', 'relatedIdentifier': '10.5285/aff433be-0869-4393-b765-9e6faad2a12b', 'resourceTypeGeneral': 'Dataset', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1016/j.ecolind.2016.01.060', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}]",13.0,"[{'id': '10.1016/j.ecolind.2016.01.060', 'type': 'dois'}, {'id': '10.33712/mana.1084069', 'type': 'dois'}, {'id': '10.18026/cbayarsos.1067473', 'type': 'dois'}, {'id': '10.53474/ad.1105761', 'type': 'dois'}, {'id': '10.33206/mjss.995588', 'type': 'dois'}, {'id': '10.33437/ksusbd.1160212', 'type': 'dois'}, {'id': '10.20990/kilisiibfakademik.974355', 'type': 'dois'}, {'id': '10.20990/kilisiibfakademik.972072', 'type': 'dois'}, {'id': '10.51538/intjourexerpsyc.979562', 'type': 'dois'}, {'id': '10.37093/ijsi.1123251', 'type': 'dois'}, {'id': '10.17211/tcd.897597', 'type': 'dois'}, {'id': '10.31460/mbdd.875590', 'type': 'dois'}, {'id': '10.29064/ijma.1318685', 'type': 'dois'}]",Environmental Information Data Centre (EIDC),Measuring Digital Crime Investigation Capacity to Guide International Crime Prevention Strategies,"[['Joshua I.', 'James'], ['Yunsik Jake', 'Jang']]",Springer Berlin Heidelberg
references,crossref,https://doi.org/10.5285/99e4446f-c43a-492d-83c9-e896206649c0,https://doi.org/10.1029/2022gl101553,journal-article,"Surface and Meteorological Data at Huab River Valley, Skeleton Coast National Park, Namibia in September 2019","['Nield, Joanna M.', 'Wiggs, Giles F.S.', 'Baddock, Matthew C.', 'Delorme, Pauline']",2022-09-30,Available,[],1.0,"[{'id': '10.1029/2022gl101553', 'type': 'dois'}]",National Geoscience Data Centre (NGDC),Field Evidence for the Initiation of Isolated Aeolian Sand Patches,"[['P.', 'Delorme'], ['J. M.', 'Nield'], ['G. F. S.', 'Wiggs'], ['M. C.', 'Baddock'], ['N. R.', 'Bristow'], ['J. L.', 'Best'], ['K. T.', 'Christensen'], ['P.', 'Claudin']]",American Geophysical Union (AGU)
references,crossref,https://doi.org/10.5285/46e9ff95-27ca-4d3b-b587-fc9ce22c5781,https://doi.org/10.1029/2022gl101553,journal-article,"Surface and Meteorological Data at Medano Creek, Great Sand Dunes National Park, Colorado, USA on 15th April 2019","['Nield, Joanna M', 'Wiggs, Giles F.S.', 'Baddock, Matthew C.', 'Delorme, Pauline']",2022-09-30,Available,[],1.0,"[{'id': '10.1029/2022gl101553', 'type': 'dois'}]",National Geoscience Data Centre (NGDC),Field Evidence for the Initiation of Isolated Aeolian Sand Patches,"[['P.', 'Delorme'], ['J. M.', 'Nield'], ['G. F. S.', 'Wiggs'], ['M. C.', 'Baddock'], ['N. R.', 'Bristow'], ['J. L.', 'Best'], ['K. T.', 'Christensen'], ['P.', 'Claudin']]",American Geophysical Union (AGU)
references,crossref,https://doi.org/10.5285/c76096d6-45d4-4a69-a310-4c67f8dcf096,https://doi.org/10.1002/hyp.14823,journal-article,"Water, carbon and energy fluxes simulation for Great Britain using the JULES Land Surface Model and the Climate Hydrology and Ecology research Support System meteorology dataset (1961-2015) [CHESS-land]","['Martinez-De La Torre, A.', 'Blyth, E.M.', 'Robinson, E.L.']",2018-01-26,Submitted,"[{'relationType': 'IsDescribedBy', 'relatedIdentifier': 'https://data-package.ceh.ac.uk/sd/c76096d6-45d4-4a69-a310-4c67f8dcf096.zip', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'URL'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.5194/gmd-12-765-2019', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.5194/hess-25-1617-2021', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1177/0309133319841891', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1002/hyp.14823', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': '10.1038/s43247-021-00334-0', 'resourceTypeGeneral': 'Text', 'relatedIdentifierType': 'DOI'}]",5.0,"[{'id': '10.5194/gmd-12-765-2019', 'type': 'dois'}, {'id': '10.5194/hess-25-1617-2021', 'type': 'dois'}, {'id': '10.1177/0309133319841891', 'type': 'dois'}, {'id': '10.1002/hyp.14823', 'type': 'dois'}, {'id': '10.1038/s43247-021-00334-0', 'type': 'dois'}]",Environmental Information Data Centre (EIDC),Spatial downscaling of precipitation for hydrological modelling: Assessing a simple method and its application under climate change in Britain,"[['Alison L.', 'Kay'], ['Alison C.', 'Rudd'], ['James', 'Coulson']]",Wiley
references,crossref,https://doi.org/10.5285/3158D138-D592-4045-ADE4-B76CF9F42129,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,ITALSAT radio propagation measurement at 20GHz in the United Kingdom,"['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [S.Ventouras, S.A.Callaghan, C.L.Wrench] ']",2012-05-28,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/E8F43A51-0198-4323-A926-FE69225D57DD,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,"GBS 20.7GHz slant path radio propagation measurements, Sparsholt site","['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [Callaghan, S. A., J. Waight, C. J. Walden, J. Agnew And S. Ventouras]. ']",2011-04-01,Updated,"[{'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__dpt_11902117773321177', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__activity_activity_chobs', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__obs_11902941857921445', 'relatedIdentifierType': 'URN'}]",1.0,"[{'id': '10.1002/gdj3.2', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/597C906A-B09E-4822-8B60-3B53EA8FC57F,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,ITALSAT radio propagation measurement at 50GHz in the United Kingdom,"['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [S.Ventouras, S.A.Callaghan, C.L.Wrench] ']",2012-05-28,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/db8d8981-1a51-4d6e-81c0-cced9b921390,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,"GBS 20.7GHz slant path radio propagation measurements, Dundee site","['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [Callaghan, S. A., J. Waight, C. J. Walden, J. Agnew And S. Ventouras]. ']",2012-04-16,Updated,"[{'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__dpt_11902117773321177', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__activity_activity_chobs', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__obs_11902941857921445', 'relatedIdentifierType': 'URN'}]",1.0,"[{'id': '10.1002/gdj3.2', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/4A60EE2F-0FD1-4141-9244-7BEBF240BB49,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,ITALSAT radio propagation measurement at 40GHz in the United Kingdom,"['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [S.Ventouras, S.A.Callaghan, C.L.Wrench] ']",2012-05-28,Updated,[],0.0,[],Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/639A3714-BC74-46A6-9026-64931F355E07,https://doi.org/10.1007/978-3-319-08425-1_1,book-chapter,"GBS 20.7GHz slant path radio propagation measurements, Chilbolton site","['Science And Technology Facilities Council (STFC), Chilbolton Facility For Atmospheric And Radio Research, [Callaghan, S. A., J. Waight, C. J. Walden, J. Agnew And S. Ventouras]. ']",2012-04-16,Updated,"[{'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__dpt_11902117773321177', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__activity_activity_chobs', 'relatedIdentifierType': 'URN'}, {'relationType': 'IsReferencedBy', 'relatedIdentifier': 'http://badc.nerc.ac.uk/view/badc.nerc.ac.uk__ATOM__obs_11902941857921445', 'relatedIdentifierType': 'URN'}]",1.0,"[{'id': '10.1002/gdj3.2', 'type': 'dois'}]",Centre for Environmental Data Analysis (CEDA),Datasets: From Creation to Publication,"[['Sarah', 'Callaghan']]",Springer International Publishing
references,crossref,https://doi.org/10.5285/54757CBE-0B13-4385-8B31-4DFAA1DAB55E,https://doi.org/10.1007/s11422-023-10164-5,journal-article,Rutford Ice Stream bed elevation DEM from radar data,"['King, E.C', 'Pritchard, H.D', 'Smith, A.M']", 2007-11-01/2008-03-01 ,Collected,[],23.0,"[{'id': '10.5285/b809a040-8305-4bc5-baff-76aa2b823734', 'type': 'dois'}, {'id': '10.30692/sisad.1020020', 'type': 'dois'}, {'id': '10.21511/ppm.20(1).2022.24', 'type': 'dois'}, {'id': '10.34248/bsengineering.1077162', 'type': 'dois'}, {'id': '10.35609/afr.2016.1.1(7)', 'type': 'dois'}, {'id': '10.22209/rhs.v10n1a03', 'type': 'dois'}, {'id': '10.47847/fagropec.v14n1a5', 'type': 'dois'}, {'id': '10.18069/firatsbed.1129881', 'type': 'dois'}, {'id': '10.1145/3543434.3543485', 'type': 'dois'}, {'id': '10.32362/2500-316x-2022-10-1-7-17', 'type': 'dois'}, {'id': '10.36456/embrio.v14i2.4836', 'type': 'dois'}, {'id': '10.33724/zm.1149418', 'type': 'dois'}, {'id': '10.21511/bbs.18(1).2023.03', 'type': 'dois'}, {'id': '10.4236/ojogas.2022.71004', 'type': 'dois'}, {'id': '10.24201/reg.v6i0.478', 'type': 'dois'}, {'id': '10.1007/s11422-023-10164-5', 'type': 'dois'}, {'id': '10.25015/19202342709', 'type': 'dois'}, {'id': '10.24320/redie.2017.19.4.1359', 'type': 'dois'}, {'id': '10.35341/afet.1241016', 'type': 'dois'}, {'id': '10.31681/jetol.1146420', 'type': 'dois'}, {'id': '10.1145/3579517', 'type': 'dois'}, {'id': '10.24201/edu.v33i2.1739', 'type': 'dois'}, {'id': '10.1080/23311886.2022.2062915', 'type': 'dois'}]",Polar Data Centre (PDC),Narratives of learning in a permacultural cooperative: some inspiring ideas for science education in the light of Freire's pedagogy,"[['Rocío Belén', 'Martín'], ['Nahuel Ezequiel', 'Palombo'], ['Rebeca Mariel', 'Martinenco'], ['Agustina María', 'Manavella']]",Springer Science and Business Media LLC
